Comments,PublishedAt,Author,Like_Counts,Reply_Comments
Love from my heart for pushpa and srivalli love the song word by word loved everything in it ❤️💯🤗,2024-05-29T05:55:54Z,@LaSivam,2,0
Rashmika fans ❤❤❤,2024-05-29T05:55:51Z,@sivasurya6849,2,0
Super nice  song allu Arjun  sir Hindi mein,2024-05-29T05:55:46Z,@AjayYadav-eg8vs,1,0
where is bengali version 😢,2024-05-29T05:55:43Z,@Sabbirahmed-qr2ci,0,0
"Shreya mam's voice >>>>>>>>❤❤❤❤❤
All the 6 version is ✨✨✨✨✨✨✨",2024-05-29T05:55:40Z,@asimdas3892,10,0
Super duper hit new song #abrulePushpaka हरगिज झुकेगा नहीं साला ❤,2024-05-29T05:55:27Z,@Digitalinstaviral,4,0
Super melody song ❤,2024-05-29T05:55:26Z,@user-wd2qy4xj5i,0,0
😂,2024-05-29T05:55:18Z,@shaunmixi7798,0,0
o myy godd... one singer 6 language!! Shreya mam apkoo salammmm,2024-05-29T05:55:08Z,@araf5627,4,0
Rashmika❤,2024-05-29T05:55:06Z,@mahandidesigns7553,0,0
Ulaganayagan 🔥🔥,2024-05-29T05:55:03Z,@Rapidmove...,0,0
❤🤌🏻,2024-05-29T05:54:39Z,@asiyaachuz8057,0,0
Super 🎉🎉,2024-05-29T05:54:33Z,@shynojshine,0,0
❤❤,2024-05-29T05:54:32Z,@hadcc8439,0,0
Tamil Nadu Allu Arjun Fans Assemble,2024-05-29T05:54:17Z,@thegoatgaming809,12,0
Worst disaster pushpa 2 atleast movie la songs lam Remove panittu kudunga😂,2024-05-29T05:54:05Z,@mohammedsugail1952,0,0
AA❤❤❤,2024-05-29T05:53:59Z,@venomvenky8946,0,0
❤❤❤,2024-05-29T05:53:38Z,@KrishnaTheGameChanger12,1,0
❤,2024-05-29T05:53:27Z,@shanmukharao9819,1,0
BhAAi fans 🔥🔥🔥,2024-05-29T05:53:22Z,@JustinGanesh-official...,1,0
❤,2024-05-29T05:53:18Z,@dha_nxxh,0,0
DSP The Rockstar ❤🔥,2024-05-29T05:53:11Z,@user-od6hk4ii2n,0,0
DSP IS 🔥🔥🔥🔥 2 single,2024-05-29T05:52:51Z,@SaravananKamaraj-cf6mu,7,0
❤❤❤❤❤❤,2024-05-29T05:52:43Z,@SujonKumar-jj6zx,0,0
பாட்ட எப்ப போடுவீங்க??,2024-05-29T05:52:13Z,@SriBalaji_vlogs,0,0
Puspa 2❤❤❤❤❤,2024-05-29T05:52:03Z,@mohanh.m889,0,0
Allu Arjun Erripuku button ---------> ✅,2024-05-29T05:52:03Z,@ProphetMohammed786,0,0
Enna da song idhu...padthulayum visual ippadi than irukkuma enna,2024-05-29T05:51:53Z,@MCBMagics,0,0
Why shreya ghosal name was not mentioned in description ??,2024-05-29T05:51:49Z,@Ursobediently,0,1
😭🤮🤮🤮 dsp eannada achi unaku 😭,2024-05-29T05:51:48Z,@suryamass6183,1,0
❤❤❤,2024-05-29T05:51:15Z,@MammoottyFans-br5lk,0,0
Allu Arjun + Rashmika mandanna + Shreya ghoshal ♥️😍😘,2024-05-29T05:50:57Z,@bilalkhatri-xc6ho,33,0
ANNAYA D H F FANS ASSEMBLEE HERE ..... 🔥 🔥 🔥,2024-05-29T05:50:55Z,@Srikanthsri-uc6zd,0,0
Love you bosss💟😍💫,2024-05-29T05:50:54Z,@sasunilgamer7964,0,0
DSP fan assemble here 🎶☺️❤,2024-05-29T05:50:41Z,@srivarshan2955,0,0
Jagan anna fans ❤😍AA,2024-05-29T05:50:34Z,@vijayvijju3075,1,0
😢😂😊❤😊🎉😮🎉😮😊❤,2024-05-29T05:50:11Z,@RanjanRanjan-it1jy,0,0
Jai Bunny ❤,2024-05-29T05:50:04Z,@StylishSurya143,0,0
Asusual dsp thagaradappa😂😂,2024-05-29T05:50:02Z,@fullandfullkadhaa2661,1,0
"All the best  Allu Arjun from Vijay fan,s",2024-05-29T05:49:58Z,@aayansocialmedia7533,0,0
"Saami saami dance Women Rashmika is Back as Srivalli 
Allu Arjun+Rashmika+DSP+Sukumar=Pushpa 2 Release date 15/08/2024",2024-05-29T05:49:45Z,@RaviRavi-zd7wr,43,1
Awesome❤️‍🔥👌👌👌👌👌👌👌👌,2024-05-29T05:49:44Z,@MJDLimitedMJD,1,0
RASHMIKA HATERS ASSEMBLE HERE 🌈😂😂,2024-05-29T05:49:39Z,@rjrock640,0,0
Tamil people Allu Arjun Fans Attendance 🙋,2024-05-29T05:49:24Z,@aalaporanyt,0,0
🔥,2024-05-29T05:49:10Z,@rahulrajrockzzz5834,0,0
Pushpa bhau fan assembly here❤❤❤❤🎉,2024-05-29T05:49:04Z,@NTRFILMY,1,0
🚨,2024-05-29T05:48:45Z,@MGRAMACHNTHIRAN,0,0
Love from 🇧🇩🇧🇩,2024-05-29T05:48:45Z,@arupkumar5411,1,0
Who all are waiting for only fafa acting in his movie 🔥,2024-05-29T05:48:44Z,@lakshminarayananrk1021,57,5
*Angaaroon magical voice shreya ghoshal* ❤️😍😘,2024-05-29T05:48:38Z,@bilalkhatri-xc6ho,42,0
❤❤❤❤,2024-05-29T05:48:31Z,@ncnuhadcp5274,0,0
Best song this year❤,2024-05-29T05:48:20Z,@rashedkhanmilon9526,1,0
AA..❤️,2024-05-29T05:48:15Z,@AA-ASY,1,0
Love you Rashmika,2024-05-29T05:48:12Z,@priyankar3723,0,0
Poring song nalla illa pattu frist single than nalla irukkum,2024-05-29T05:48:09Z,@RanjanRanjan-it1jy,2,0
జై అల్లు అర్జున్,2024-05-29T05:47:54Z,@rajeshbrokenheart6810,1,0
Whatta beautiful song ❤,2024-05-29T05:47:43Z,@andheripuli,1,0
❤🎶,2024-05-29T05:47:34Z,@premanathan8098,0,0
RASHMIKA FANS ASSEMBLE HERE ❤️,2024-05-29T05:47:28Z,@zenix218,5,0
Shreya voice>>>>>>♥️,2024-05-29T05:47:09Z,@kimxoxo36,175,0
Hi❤,2024-05-29T05:47:09Z,@KumarPonnian,0,0
"Rashmika Fans Assemble her🙋🏻💗💥
👇",2024-05-29T05:47:09Z,@_King_of_the_Universe,67,0
Ennada song ithu😂😂😂....,2024-05-29T05:46:49Z,@Deathstroke_7,1,0
Allu Arjun Tamil Nadu fan base 🥰✨,2024-05-29T05:46:28Z,@user-is5sf9fo4j,502,41
D e v i,2024-05-29T05:46:28Z,@musicalwave3247,0,0
❤❤❤❤❤❤❤,2024-05-29T05:46:09Z,@user-uu6if8lp1x,0,0
Shreyaghoshal ❤,2024-05-29T05:45:51Z,@Shreyaghoshal_admirers,20,0
Pushpa na flower nu nenachingala fireuuu🔥🔥🔥,2024-05-29T05:45:28Z,@Rasin-md05,0,0
😂😂😂,2024-05-29T05:45:24Z,@Deathstroke_7,0,0
So beautiful ❤ So allocate ✨ Just like a WOW 🤩,2024-05-29T05:45:19Z,@User_error_404__,0,0
படுத்துக்கொண்டே Couple Song பார்க்கும் ரசிகர் மன்றம் சார்பாக இத் திரைப்படம் வெற்றி பெற வாழ்த்துகிறோம்,2024-05-29T05:45:14Z,@TamilDhevadhaiTharunya,2,0
Ok,2024-05-29T05:45:07Z,@prabhuprabhu3438,0,0
💥1000 crore confirmed🔥,2024-05-29T05:44:57Z,@BoopathiVicky,3,0
Aug 15 FDFS 💥,2024-05-29T05:44:50Z,@Fb.00147,0,0
Cringe always rash overacting god🤮,2024-05-29T05:44:48Z,@terror-en6jz,1,0
Devara fans like here,2024-05-29T05:44:39Z,@user-vx2yk1rm7k,1,0
"Pushpa 2 1000cr + like here
👇",2024-05-29T05:44:22Z,@murosius1475,0,0
Super Song Ya ❤❤,2024-05-29T05:44:01Z,@mrseweey,0,0
https://youtube.com/shorts/aNafPpHwADs?feature=share,2024-05-29T05:43:24Z,@FilmStudio-gd9jz,0,0
Allu Arjun fans ❤❤❤❤❤❤❤❤❤❤❤❤❤,2024-05-29T05:43:23Z,@ratanmondal-le1wm,6,0
🔥🔥🔥🔥🔥🔥,2024-05-29T05:43:18Z,@GauravKumar-ol4gu,0,0
Allu Arjun has a great Tamil fan base 🎉,2024-05-29T05:43:12Z,@Tamiltech-12AR,16,0
Boycott Pushpa 😂😂😂,2024-05-29T05:43:08Z,@user-vx2yk1rm7k,1,0
படுத்துக்கொண்டே Trailer பார்க்கும் ரசிகர் மன்றம் சார்பாக இத் திரைப்படம் வெற்றி பெற வாழ்த்துகிறோம்,2024-05-29T05:43:08Z,@TamilDhevadhaiTharunya,1,1
"I am wait for movie""""""🖤🦋👀🔥🔥🔥",2024-05-29T05:42:59Z,@lovely_abu_24,0,0
pusha raj 🔥,2024-05-29T05:42:58Z,@CHRLY_FX,2,0
Dsp fire 💥💥💥💥,2024-05-29T05:42:37Z,@PravinDon-hg5eo,6,0
icon star❤❤❤❤❤,2024-05-29T05:42:31Z,@itz_me_dr.muresh,0,0
Shreya Ghoshal voice ❤,2024-05-29T05:42:31Z,@dineshsivakarthi16,150,0
"#AlluArjun fans Kerala 
TEAM #AFWA 🔥",2024-05-29T05:42:24Z,@shanafc2411,0,0
Allu Arjun ❤,2024-05-29T05:42:00Z,@SanjuSanju-rw1mu,0,0
Senjitingalaeee da 🎉,2024-05-29T05:41:55Z,@Hrtylaav07,2,0
All Arjun is the Icon Star of Indian Box Office 🔥🔥🔥🔥🔥🔥🔥🔥,2024-05-29T05:41:55Z,@TamilDhevadhaiTharunya,116,3
51st view ❤❤❤❤,2024-05-29T05:41:50Z,@Atman_the_boss,1,0
❤❤❤❤❤❤❤❤❤,2024-05-29T05:41:43Z,@SanjuSanju-rw1mu,0,0
Tamil Nadu fans assemble 🎉,2024-05-29T05:41:36Z,@actormadhesh_,1,0
AA🔥,2024-05-29T05:40:57Z,@deepakkumarv1976,0,0
How many allu arjun fan here❤,2024-05-29T05:40:40Z,@vijayansk2166,5,0
DSP fire,2024-05-29T05:40:31Z,@bhonemyat890,1,0
Shreya Ghoshal voiceuhhhhh ❤😍,2024-05-29T05:40:07Z,@SIVAVICKY55,94,0
Naala va irruku,2024-05-29T05:40:00Z,@Kingtamil612,1,0
Allu arjun fan's hit likes🎉💥🔥,2024-05-29T05:39:32Z,@ArumugamMutuveil-yv7js,0,0
Super 😊,2024-05-29T05:39:18Z,@THANGARAJ.C,0,0
Dsp Fans here 🔥 👇👇,2024-05-29T05:39:12Z,@Cocomba_Official_Yt_Short,1,0
Very bad,2024-05-29T05:38:49Z,@GayathriChandran-dr8xo,1,0
The biggest blockbuster in 2024 ❤❤,2024-05-29T05:38:48Z,@debrajfunzone,1,0
Allu Arjun Fan ❤️,2024-05-29T05:38:47Z,@CricketBuzzNajmul247,8,0
Shreya Ghoshal's Tamil pronunciation Woohoooo❤❤❤❤,2024-05-29T05:38:45Z,@sonaliprojapoti,765,4
Here also,2024-05-29T05:38:43Z,@krishnamurthykathavarayan4920,0,0
Only Here for Alluarjun ❤🎉,2024-05-29T05:38:19Z,@harishsasikala8028,0,0
This is lit ❤❤❤❤,2024-05-29T05:38:06Z,@devatheking007,0,0
Allu fans🖐️,2024-05-29T05:37:49Z,@harshad615,2,0
Total How Many Allu Arjun Tamil Fans ✅❤️‍🔥🙋👇,2024-05-29T05:37:28Z,@p.karthik2636,34,1
Rashmika crusheyee❤,2024-05-29T05:37:25Z,@Dora-Bujii,1,1
❤❤❤❤,2024-05-29T05:37:19Z,@user-uu6if8lp1x,0,0
"I ""m waiting",2024-05-29T05:37:12Z,@mad_heist._.v4,2,0
"https://youtube.com/@youtubeaio?si=Em2fyOc1y1YnFQXm


Wait for status video for this song❤",2024-05-29T05:37:11Z,@YOUTUBEAIO,1,0
Another Hit of DSp❤🎉🔥🔥🏆,2024-05-29T05:37:05Z,@farhanmohammed909,78,0
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🥵allu,2024-05-29T05:36:57Z,@rajendranmu.c2045,0,0
Pushpa,2024-05-29T05:36:55Z,@sv11artsarunadevi95,0,0
Sooooodana mohiniiiiiii 😂❤,2024-05-29T05:36:54Z,@Hrtylaav07,0,0
🌜Allu Arjun Tamil Fans Assemble 😁,2024-05-29T05:36:53Z,@SRSCATV2,0,0
I love u allu arjun sir ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2024-05-29T05:35:54Z,@uniquecraftyworldxf9s2428,0,0
Shreya Ghoshal x DSP Fans 👍,2024-05-29T05:35:16Z,@dhanasgarmy,39,0
Allu Arjun sir.... love you ❤.... from Bangladesh 🇧🇩❤❤,2024-05-29T05:33:46Z,@AkashRoy-ci7um,85,0
Allu Arjun 🔥,2024-05-29T05:32:03Z,@masticlip9433,1,0
!! ONE LIKE FOR ALLU ARJUN !!,2024-05-29T05:31:31Z,@Copycates,1,0
Kanguva ❤❤❤,2024-05-29T05:29:54Z,@ARchannel790,1,0
Rashmika,2024-05-29T05:29:28Z,@user-xo4nv6fp6j,1,0
Padam flop,2024-05-29T05:27:35Z,@mrevil3622,1,0
I am waiting for lovely song,2024-05-29T05:25:31Z,@mitullstar2854,2,0
Jai bunny anna❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2024-05-29T05:23:35Z,@chethan8650,0,0
🎉,2024-05-29T05:23:08Z,@chethan8650,0,0
Allu Arjun sir fans like me ❤,2024-05-29T05:23:08Z,@LukmanRizana-gf7gq,1,0
Allu Bhai ❤,2024-05-29T05:22:42Z,@thalapathymightyjunior8212,1,0
"1000CR Grossing Potential Movies in Indian Cinema✌💥💥

1)Kanguva 2)Puspha2 3)Kalki2898AD 4)Coolie",2024-05-29T05:20:41Z,@Kanguva-zg8mu,40,23
Please add name of Shreya Ghoshal in description song credit section,2024-05-29T05:20:07Z,@karanSG4225,9,0
Allu Arjun 🔥🔥🔥🥵😎😎🤙🤙,2024-05-29T05:18:14Z,@ybs2888,0,0
*total how many allu arjun fans are here🔥?*,2024-05-29T05:17:28Z,@user-bq7hm9iu6c,2,0
THANK YOU FOR 32 SUBSCRIBERS 🤗🤗,2024-05-29T05:15:33Z,@vajrapurajesh,0,0
Shreya Ghoshal ❤❤❤❤,2024-05-29T05:13:27Z,@Shreyaghoshalfbd,4,0
allu Arjun erripuku button ❤,2024-05-29T05:11:01Z,@KiranJadav-fj2ne,0,0
Bro it’s in the 80s or 90s but Allus Clothing is modern like nowadays what is now happening?,2024-05-29T05:10:13Z,@VinushOfficial,4,1
Shreya Ghoshal fans assemble here ❤,2024-05-29T05:09:47Z,@karanSG4225,1815,8
😂😂,2024-05-29T05:07:34Z,@Santhosh-fp1mi,1,0
ALLU ARJUN FAN'S ASSEMBLE HERE 💥👇✅,2024-05-29T05:06:23Z,@LUCKY-nd4db,1697,31
ALLU ARJUN X RASHMIKA MANDHANA X PUSPA 2 = BLOCKBUSTER LOADING ON 15 AUGUST 😎😎😎😎😎😍,2024-05-29T05:03:30Z,@piyushkapruwan7919,0,0
Olu Munda Rashmika,2024-05-29T05:02:59Z,@flix368net,0,1
Pushpa bhai ALLUARJUN fans हाजिर ho 👍️,2024-05-29T05:02:52Z,@kapilbishwakarma,0,0
Allu Arjun ♥️,2024-05-29T05:00:49Z,@Karthik_viratian,1,0
"AA has always been special for  our Tamil guys , all the best bunny ❣️😍🥰🎇",2024-05-29T05:00:34Z,@Kakashihatake-pq8ph,112,0
❤❤❤❤,2024-05-29T05:00:31Z,@alluarjunarmy325,0,0
Crazy man Allu Arjun waiting,2024-05-29T04:59:49Z,@RizwanAhmed-rr7nh,0,0
Thagedhe lee ❤️‍🔥💥🔥,2024-05-29T04:57:15Z,@Mr_ajay_official_143,1,0
I am waiting....,2024-05-29T04:51:57Z,@JayaBharath2004,1,0
"SHREYA GHOSHAL - The Pan Indian Singer - Har Kis Jhukega Nahi 😎🤓
Pushpa 2 ~ The Couple Song ~ 6 Language ~ Only One Singer ❤️🔥😎🤓",2024-05-29T04:51:38Z,@sgmusiclover1,530,6
Waiting for Rashmika's Dance 🤩💃🏻🥵🔥❤️,2024-05-29T04:45:58Z,@meganesrashmika,3,0
Srivalli Fans Assemble Here ❤️‍🔥,2024-05-29T04:45:37Z,@meganesrashmika,0,0
"Confirm hit song ,rashmi & Allu garu dance kku waiting",2024-05-29T04:45:22Z,@user-pf2xl2kn4o,105,1
❤️❤️❤️❤️❤️❤️,2024-05-29T04:45:16Z,@BabuRock-vl9sd,0,0
Param sundari effect or saami saami,2024-05-29T04:44:30Z,@user-pf2xl2kn4o,23,0
😂🎉🎉🎉,2024-05-29T04:42:14Z,@SPY895,0,0
❤,2024-05-29T04:41:52Z,@SPY895,0,0
Pushpa raj fans assemble 🎉,2024-05-29T04:38:04Z,@rajendranmu.c2045,1,0
